2021-02-01T17:44:37,        150277.000,   61.0, 84.412, 60.979,0,    2.58,36.0,  0.000,    0.021,  0.010,  0.918,  0.929,
2021-02-01T17:44:39,        150279.000,   61.0, 84.412, 60.998,1,    2.09,36.0,  0.000,    0.021,  0.010,  1.646,  1.657,
2021-02-01T17:44:47,        150287.000,   61.0, 84.300, 60.998,0,    3.10,36.0,  0.000,    0.002,  0.001,  0.161,  0.163,
2021-02-01T17:44:49,        150289.000,   61.0, 84.300, 61.125,0,    2.05,36.0,  0.000,   -0.070, -0.036,  0.036,  0.000,
2021-02-01T17:44:52,        150292.000,   61.0, 84.300, 61.106,0,    2.42,36.0,  0.000,   -0.125, -0.064,  0.064,  0.000,
2021-02-01T17:44:55,        150295.000,   61.0, 84.300, 61.161,0,    2.97,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:44:57,        150297.000,   61.0, 84.300, 61.251,0,    2.52,36.0,  0.000,   -0.251, -0.128,  0.128,  0.000,
2021-02-01T17:45:02,        150302.000,   61.0, 84.300, 61.179,0,    2.97,36.0,  0.000,   -0.179, -0.091,  0.091,  0.000,
2021-02-01T17:45:05,        150305.000,   61.0, 84.300, 61.125,0,    2.38,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:45:07,        150307.000,   61.0, 84.300, 61.125,0,    2.62,36.0,  0.000,   -0.125, -0.064,  0.064,  0.000,
2021-02-01T17:45:10,        150310.000,   61.0, 84.188, 61.161,0,    2.97,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:45:15,        150315.000,   61.0, 84.188, 61.070,0,    2.42,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:45:18,        150318.000,   61.0, 84.188, 61.052,0,    3.10,36.0,  0.000,   -0.052, -0.027,  0.027,  0.000,
2021-02-01T17:45:20,        150320.000,   61.0, 84.188, 60.998,0,    2.38,36.0,  0.000,   -0.034, -0.017,  0.017,  0.000,
2021-02-01T17:45:22,        150322.000,   61.0, 84.188, 61.034,0,    2.09,36.0,  0.000,    0.002,  0.001,  0.102,  0.103,
2021-02-01T17:45:25,        150325.000,   61.0, 84.188, 61.052,0,    3.23,36.0,  0.000,   -0.052, -0.027,  0.027,  0.000,
2021-02-01T17:45:28,        150328.000,   61.0, 84.188, 61.106,0,    2.25,36.0,  0.000,   -0.125, -0.064,  0.064,  0.000,
2021-02-01T17:45:30,        150330.000,   61.0, 84.188, 61.052,0,    2.42,36.0,  0.000,   -0.106, -0.054,  0.054,  0.000,
2021-02-01T17:45:33,        150333.000,   61.0, 84.188, 61.052,0,    2.96,36.0,  0.000,   -0.052, -0.027,  0.027,  0.000,
2021-02-01T17:45:35,        150335.000,   61.0, 84.075, 61.052,0,    2.25,36.0,  0.000,   -0.034, -0.017,  0.017,  0.000,
2021-02-01T17:45:38,        150338.000,   61.0, 84.075, 61.179,0,    2.36,36.0,  0.000,   -0.052, -0.027,  0.027,  0.000,
2021-02-01T17:45:41,        150341.000,   61.0, 84.188, 61.197,0,    2.96,36.0,  0.000,   -0.197, -0.100,  0.100,  0.000,
2021-02-01T17:45:45,        150345.000,   61.0, 84.075, 61.070,0,    2.29,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:45:48,        150348.000,   61.0, 84.075, 61.052,0,    2.90,36.0,  0.000,   -0.052, -0.027,  0.027,  0.000,
2021-02-01T17:45:53,        150353.000,   61.0, 84.075, 61.179,0,    2.42,36.0,  0.000,   -0.125, -0.064,  0.064,  0.000,
2021-02-01T17:45:56,        150356.000,   61.0, 84.075, 61.161,0,    2.90,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:45:58,        150358.000,   61.0, 84.075, 61.251,0,    2.25,36.0,  0.000,   -0.251, -0.128,  0.128,  0.000,
2021-02-01T17:46:04,        150364.000,   61.0, 84.075, 61.360,0,    2.96,36.0,  0.000,   -0.360, -0.184,  0.184,  0.000,
2021-02-01T17:46:06,        150366.000,   61.0, 83.963, 61.251,0,    2.25,36.0,  0.000,   -0.324, -0.165,  0.165,  0.000,
2021-02-01T17:46:08,        150368.000,   61.0, 83.963, 61.233,0,    2.35,36.0,  0.000,   -0.251, -0.128,  0.128,  0.000,
2021-02-01T17:46:11,        150371.000,   61.0, 83.963, 61.233,0,    2.97,36.0,  0.000,   -0.233, -0.119,  0.119,  0.000,
2021-02-01T17:46:14,        150374.000,   61.0, 83.963, 61.161,0,    2.39,36.0,  0.000,   -0.179, -0.091,  0.091,  0.000,
2021-02-01T17:46:16,        150376.000,   61.0, 83.963, 61.106,0,    2.36,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:46:19,        150379.000,   61.0, 83.963, 61.070,0,    2.83,36.0,  0.000,   -0.070, -0.036,  0.036,  0.000,
2021-02-01T17:46:21,        150381.000,   61.0, 83.963, 61.197,0,    2.38,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:46:24,        150384.000,   61.0, 83.963, 61.125,0,    2.42,36.0,  0.000,   -0.197, -0.100,  0.100,  0.000,
2021-02-01T17:46:26,        150386.000,   61.0, 83.963, 61.161,0,    2.90,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:46:31,        150391.000,   61.0, 83.963, 61.233,0,    2.42,36.0,  0.000,   -0.197, -0.100,  0.100,  0.000,
2021-02-01T17:46:34,        150394.000,   61.0, 83.963, 61.233,0,    2.97,36.0,  0.000,   -0.233, -0.119,  0.119,  0.000,
2021-02-01T17:46:36,        150396.000,   61.0, 83.963, 61.161,0,    2.25,36.0,  0.000,   -0.197, -0.100,  0.100,  0.000,
2021-02-01T17:46:39,        150399.000,   61.0, 83.963, 61.161,0,    2.36,36.0,  0.000,   -0.161, -0.082,  0.082,  0.000,
2021-02-01T17:46:42,        150402.000,   61.0, 83.963, 61.179,0,    2.97,36.0,  0.000,   -0.179, -0.091,  0.091,  0.000,
2021-02-01T17:46:44,        150404.000,   61.0, 83.963, 61.233,0,    2.38,36.0,  0.000,   -0.179, -0.091,  0.091,  0.000,
2021-02-01T17:46:47,        150407.000,   61.0, 83.963, 61.306,0,    2.56,36.0,  0.000,   -0.233, -0.119,  0.119,  0.000,
